,Final_CFU_Acc_Portion_mean,Prevalence_Acc_Mean,Prevalence_Comparison,MeanComparison,Cont_Spread,Sampling_Plan,Baseline_Scenario
2,2246533.0,0.005338810000000068,0.9190876280274026,0.9079744162313451,10% Cluster,PHS4H,Holding Only
3,1781724.0,0.004414255000000078,0.7599234955838702,0.7201139750831068,10% Cluster,PHSInt,Holding Only
4,2238212.0,0.005344695000000101,0.9201007434390713,0.904611342945771,10% Cluster,HTrad,Holding Only
5,2211185.0,0.005241605000000099,0.9023535781394362,0.8936879224807768,10% Cluster,RSTrad,Holding Only
6,2244441.0,0.005325525000000087,0.9168005866945351,0.9071288989481555,10% Cluster,FPSTrad,Holding Only
7,2280229.0,0.005480130000000143,0.9434161700794517,0.9215932261617275,10% Cluster,CS,Holding Only
0,16403422.0,0.0372773499999998,1.0,1.0,Random,Baseline,Sanitation Only
1,15850074.0,0.035808629999999834,0.9606002036088946,0.9662663071156737,Random,PHS4D,Sanitation Only
2,8117508.0,0.020109334999999985,0.5394518387170787,0.494866741829845,Random,PHS4H,Sanitation Only
3,3592068.0,0.009998735000000142,0.2682254774011617,0.21898284394561085,Random,PHSInt,Sanitation Only
4,8388383.0,0.021086594999999854,0.5656677580353745,0.5113800644767903,Random,HTrad,Sanitation Only
5,7517223.0,0.019809340000000047,0.5314041904802823,0.4582716338090918,Random,RSTrad,Sanitation Only
6,7718302.0,0.01978977500000004,0.53087934094028,0.47052999063244244,Random,FPSTrad,Sanitation Only
7,9490087.0,0.025619269999999777,0.6872610311623524,0.5785431235019132,Random,CS,Sanitation Only
0,16389901.0,0.011047480000000137,1.0,1.0,1% Cluster,Baseline,Sanitation Only
1,15853694.0,0.010534545000000102,0.9535699544149409,0.9672843051339969,1% Cluster,PHS4D,Sanitation Only
2,11023218.0,0.009034630000000134,0.8178000774837358,0.6725615975349699,1% Cluster,PHS4H,Sanitation Only
3,5097219.0,0.006147255000000049,0.5564395681186998,0.3109975465989697,1% Cluster,PHSInt,Sanitation Only
4,11576810.0,0.009105800000000162,0.8242422706354797,0.7063380065565985,1% Cluster,HTrad,Sanitation Only
5,11342575.0,0.008954975000000122,0.8105898358720731,0.6920465840519721,1% Cluster,RSTrad,Sanitation Only
6,8893127.0,0.008225330000000091,0.744543552013671,0.5425979693226946,1% Cluster,FPSTrad,Sanitation Only
7,10207904.0,0.009485320000000082,0.8585958064644574,0.6228166966963375,1% Cluster,CS,Sanitation Only
0,16397042.0,0.01867920499999999,1.0,1.0,10% Cluster,Baseline,Sanitation Only
1,15911614.0,0.017703685000000045,0.9477750792927244,0.9703953920469314,10% Cluster,PHS4D,Sanitation Only
2,7816060.0,0.012287940000000124,0.6578406307977309,0.4766750002835877,10% Cluster,PHS4H,Sanitation Only
3,3699349.0,0.007505015000000097,0.40178449778778597,0.22561075345175063,10% Cluster,PHSInt,Sanitation Only
4,8842647.0,0.013077900000000144,0.7001315098795774,0.5392830609325755,10% Cluster,HTrad,Sanitation Only
5,7748081.0,0.012261590000000133,0.6564299711898948,0.4725291915456459,10% Cluster,RSTrad,Sanitation Only
6,7878146.0,0.012298710000000102,0.6584172077987317,0.48046141493081496,10% Cluster,FPSTrad,Sanitation Only
7,9315506.0,0.014718585000000098,0.7879663508163279,0.5681211281888526,10% Cluster,CS,Sanitation Only
0,13999675.0,0.03890147999999971,1.0,1.0,Random,Baseline,PreCooling Only
1,13431469.0,0.03716339999999977,0.9553209800758236,0.9594129149426683,Random,PHS4D,PreCooling Only
2,6605204.0,0.020124854999999976,0.5173287751520026,0.47181123847517886,Random,PHS4H,PreCooling Only
3,2993052.0,0.009868670000000093,0.25368366447755114,0.21379439165552058,Random,PHSInt,PreCooling Only
4,7443001.0,0.02246897000000001,0.5775865082768105,0.531655270568781,Random,HTrad,PreCooling Only
5,6844709.0,0.020856309999999947,0.5361315302142773,0.48891913562279127,Random,RSTrad,PreCooling Only
6,6961583.0,0.021118949999999994,0.5428829442992953,0.4972674722806065,Random,FPSTrad,PreCooling Only
7,8808599.0,0.026836274999999774,0.6898522883962249,0.6292002492915014,Random,CS,PreCooling Only
0,14014685.0,0.011243205000000143,1.0,1.0,1% Cluster,Baseline,PreCooling Only
1,13499082.0,0.010600865000000088,0.9428686037477706,0.9632098045728462,1% Cluster,PHS4D,PreCooling Only
2,9319810.0,0.00894256000000013,0.7953746284978364,0.6650031734569846,1% Cluster,PHS4H,PreCooling Only
3,4366460.0,0.006288165000000071,0.5592858086284108,0.3115631924656173,1% Cluster,PHSInt,PreCooling Only
4,9616596.0,0.009154165000000075,0.8141953295345907,0.6861799605199832,1% Cluster,HTrad,PreCooling Only
5,10115364.0,0.00932450500000017,0.8293458137604047,0.7217689159620784,1% Cluster,RSTrad,PreCooling Only
6,7480135.0,0.008478690000000084,0.7541168198925463,0.5337355067202724,1% Cluster,FPSTrad,PreCooling Only
7,9512449.0,0.009706175000000077,0.8632925398051493,0.6787486839697074,1% Cluster,CS,PreCooling Only
0,14002028.0,0.019056999999999998,1.0,1.0,10% Cluster,Baseline,PreCooling Only
1,13559608.0,0.01804172499999994,0.9467243007818619,0.9684031484582091,10% Cluster,PHS4D,PreCooling Only
2,6812357.0,0.012531095000000145,0.6575586398698717,0.48652645173970516,10% Cluster,PHS4H,PreCooling Only
3,3303320.0,0.00784141500000009,0.41147163771842843,0.23591725427202404,10% Cluster,PHSInt,PreCooling Only
4,7720268.0,0.013714040000000143,0.719632680904662,0.5513678447150656,10% Cluster,HTrad,PreCooling Only
5,7149159.0,0.012894285000000148,0.676616728761093,0.5105802530890525,10% Cluster,RSTrad,PreCooling Only
6,7367284.0,0.012985620000000123,0.6814094558430038,0.5261583536327737,10% Cluster,FPSTrad,PreCooling Only
7,9682623.0,0.015675305000000042,0.8225484074093532,0.6915157575745456,10% Cluster,CS,PreCooling Only
